1	ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor...AotNan,CalJac	7220
2	ColAng,GorGor,HomSap,HylMol,MacMul,MacNem,PanPan,PanTro,PapAnu,PapCyn...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ElaDav,EllLut,GirTip,HipAmp,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PerLeu,PsaObe,RatNit,RatNor	2456
3	ColAng,MacMul,MacNem,PapAnu,PapCyn...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PerLeu,PsaObe,RatNit,RatNor	3579
4	MacMul,MacNem,PapAnu,PapCyn...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PerLeu,PsaObe,RatNit,RatNor	1475
5	MacMul,MacNem...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	1056
6	PapAnu,PapCyn...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PerLeu,PsaObe,RatNit,RatNor	1279
7	GorGor,HomSap,HylMol,PanPan,PanTro...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,HipAmp,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	1690
8	GorGor,HomSap,PanPan,PanTro...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,HipAmp,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2454
9	HomSap,PanPan,PanTro...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	487
10	PanPan,PanTro...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	1390
11	ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,EllLut,GirTip,HipAmp,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PerLeu,PsaObe,RatNit,RatNor...AotNan,CalJac,ColAng,GorGor,HomSap,HylMol,MacMul,MacNem,PanPan,PanTro,PapAnu,PapCyn	13516
12	ApoSyl,ApoUra,EllLut,MasCou,MerUng,MusCar,MusMus,MusSpr,PerLeu,PsaObe,RatNit,RatNor...AotNan,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn	33978
13	EllLut,PerLeu...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PsaObe,RatNit,RatNor	6110
14	ApoSyl,ApoUra,MasCou,MerUng,MusCar,MusMus,MusSpr,PsaObe,RatNit,RatNor...AotNan,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu	2804
15	MerUng,PsaObe...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,RatNit,RatNor	20955
16	ApoSyl,ApoUra,MasCou,MusCar,MusMus,MusSpr,RatNit,RatNor...AotNan,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MerUng,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe	8888
17	RatNit,RatNor...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe	18227
18	ApoSyl,ApoUra,MasCou,MusCar,MusMus,MusSpr...AotNan,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MerUng,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2030
19	ApoSyl,ApoUra...AotNan,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	13765
20	MasCou,MusCar,MusMus,MusSpr...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MerUng,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	843
21	MusCar,MusMus,MusSpr...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	8703
22	MusMus,MusSpr...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2787
23	BalMys,BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,GirTip,HipAmp,OdoVir,OkaJoh,OviAri...AotNan,ApoSyl,ApoUra,CalJac,ColAng,EllLut,GorGor,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	14080
24	BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,GirTip,OdoVir,OkaJoh,OviAri...AotNan,ApoSyl,ApoUra,BalMys,CalJac,ColAng,EllLut,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	12504
25	BisBis,BosTau,BubBub,CapAeg,CapHir,ElaDav,OdoVir,OviAri...AotNan,ApoSyl,ApoUra,BalMys,CalJac,ColAng,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OkaJoh,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	519
26	BisBis,BosTau,BubBub,CapAeg,CapHir,OviAri...AotNan,ApoSyl,ApoUra,BalMys,CalJac,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	1486
27	CapAeg,CapHir,OviAri...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	4526
28	CapAeg,CapHir...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2023
29	BisBis,BosTau,BubBub...AotNan,ApoSyl,ApoUra,BalMys,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2212
30	BisBis,BosTau...AotNan,ApoSyl,ApoUra,BalMys,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	2333
31	ElaDav,OdoVir...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,EllLut,GirTip,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	3852
32	GirTip,OkaJoh...AotNan,ApoSyl,ApoUra,BalMys,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GorGor,HipAmp,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	3635
33	BalMys,HipAmp...AotNan,ApoSyl,ApoUra,BisBis,BosTau,BubBub,CalJac,CapAeg,CapHir,ColAng,ElaDav,EllLut,GirTip,GorGor,HomSap,HylMol,MacMul,MacNem,MasCou,MerUng,MusCar,MusMus,MusSpr,OdoVir,OkaJoh,OviAri,PanPan,PanTro,PapAnu,PapCyn,PerLeu,PsaObe,RatNit,RatNor	1966